SampleID,Site,Treatment,HeadSpace_Ht_cm,soil_pH_water_airdried,DryMass_SoilOnly_g,DryMass_NONsoil_ALL_g,VolumeSoil_cm3,rownum,TREATMENT_PHASE,sequence_valve,Total_core_mass_pot_pie_pans_g,Additional_Wt_toRemove,picarro_records,samplenum,CO2_ppm_s,CH4_ppb_s,r2_CO2,r2_CH4,DATETIME,N,h2o_reported
D18,DWP,field_moist,0,4.705,461.79,79.55,336.5,122,FIELD_MOIST_INCUBATION,7,567.59,NA,199,53805,42.57176841534214,0.002309586322295873,0.8927986047888877,0.702884396110844,2017-06-28T18:17:08Z,10,2.65357311125
D18,DWP,field_moist,0,4.705,461.79,79.55,336.5,122,FIELD_MOIST_INCUBATION,7,567.59,NA,199,53815,47.30391899979675,0.0027643153211382365,0.8588909213966114,0.28875709284825224,2017-06-28T18:46:06Z,9,2.6003987440333334
D18,DWP,field_moist,0,4.705,461.79,79.55,336.5,122,FIELD_MOIST_INCUBATION,7,567.59,NA,199,53825,44.270569637981644,0.0021097883855832555,0.9048082718921954,0.1997639075892037,2017-06-28T19:15:03Z,10,2.57138496543
D18,DWP,field_moist,0,4.705,461.79,79.55,336.5,122,FIELD_MOIST_INCUBATION,7,567.59,NA,199,53835,43.126366352980114,-2.32956833333347e-4,0.8737338356180644,-0.10070231583873412,2017-06-28T19:44:02Z,10,2.56020118124
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53441,172.44419631076923,-0.0040529285810094635,0.7610777005789661,0.7843413408676897,2017-06-28T00:58:10Z,7,2.600161732457143
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53451,95.1827132220559,-0.0021627195485196976,0.8697361554586438,0.8708834447388276,2017-06-28T01:27:07Z,7,2.5608148566714286
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53461,105.29099177545089,-0.003251392234221196,0.8820169729065255,0.8711558882393153,2017-06-28T01:56:07Z,7,2.753653758657143
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53471,78.15839278027026,-0.0012404964198198464,0.8879200502071299,0.773387751485038,2017-06-28T02:25:04Z,10,2.61369336447
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53482,74.10329577333334,-0.001048202934640385,0.8468329871996239,0.41796406940058495,2017-06-28T02:54:01Z,7,2.5374337404428573
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53492,78.12593992152576,-0.0020198463534926237,0.8667591657825787,0.8252128687763663,2017-06-28T03:22:59Z,7,2.520569812442857
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53502,69.65669177626931,-0.001545714486755,0.8253047137433431,0.701417087935051,2017-06-28T03:51:59Z,10,2.49065805382
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53512,85.18872142694445,-0.012727136808333315,0.8171429524775052,0.8554371806829245,2017-06-28T04:20:58Z,8,2.6185866347499998
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53522,73.85759673,3.544514487133124e-4,0.8117259543754795,0.19368445794028444,2017-06-28T04:49:54Z,7,2.4726035267
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53532,85.52828385,0.0012656430131580017,0.8516316591141913,0.3743901852486421,2017-06-28T05:18:55Z,7,2.7204644160285714
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53543,96.3573145532993,2.5275177789107844e-4,0.7350333805376714,-0.1617913041665644,2017-06-28T05:47:52Z,8,2.568836736325
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53553,80.49455569107258,-0.0014089519304941844,0.8132591544428369,0.04559175264345128,2017-06-28T06:16:52Z,8,2.5846554846
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53563,82.81214825547791,-0.004005811043933702,0.9334558815871874,0.9297066185477583,2017-06-28T06:45:49Z,7,2.6236227571857142
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53573,79.96276577894153,-0.002863766111699134,0.7588142865443706,0.8490598924417114,2017-06-28T07:14:47Z,10,2.53003892044
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53583,78.77950659053344,-0.007640215263943285,0.8719141252700018,0.5853360061177328,2017-06-28T07:43:46Z,10,2.62700510024
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53593,79.39397028042067,-0.002982671168451255,0.7785975622305712,0.8554664777197074,2017-06-28T08:12:44Z,10,2.51876797794
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53603,89.15317188992648,-0.0039615919803307935,0.9079103066797107,0.8257445182464949,2017-06-28T08:41:43Z,7,2.7415061924428574
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53613,78.15034915512427,-0.003090905778967504,0.7251195743021248,0.8169512290167182,2017-06-28T09:10:40Z,10,2.42924740442
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53623,81.99767779531768,-0.001321134181939818,0.7650192111798142,0.5546984188034989,2017-06-28T09:39:39Z,9,2.526519048622222
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53633,75.59285693191052,-7.880017804878316e-4,0.81898062286291,0.12087328478161696,2017-06-28T10:08:38Z,9,2.5249709724666665
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53643,76.03357021128042,-0.0016363706554877707,0.8175444223170762,0.569763344841716,2017-06-28T10:37:37Z,9,2.530983591411111
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53653,68.51625572080066,-0.008157108473529363,0.7819865925833646,0.8794896477381802,2017-06-28T11:06:33Z,7,2.532725192385714
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53664,65.18757215657894,-0.0017840695723683958,0.6143898690831846,0.8198600107859351,2017-06-28T11:35:31Z,7,2.4050934206
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53674,77.4714651133567,-0.0036998436958567567,0.8115189178679177,0.886797764565285,2017-06-28T12:04:31Z,9,2.5275994842
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53684,87.919339314188,-0.0038968220123930795,0.819896119441466,0.8284937404422155,2017-06-28T12:33:28Z,7,2.6960340957428572
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53695,66.75384613827777,-2.860682767132042e-4,0.8911228870817891,-0.007312123041371521,2017-06-28T13:02:26Z,10,2.4320963721
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53705,87.61062848955885,-0.007297498572242733,0.9294455780448838,0.8259796897312042,2017-06-28T13:31:25Z,7,2.725905714757143
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53715,83.99508247565787,-9.431284013157148e-4,0.8524622986134996,0.6317167905984327,2017-06-28T14:00:23Z,7,2.707817239371429
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53725,91.6043640305769,-4.1880164102554954e-4,0.7198296564738667,-0.14169698123830932,2017-06-28T14:29:20Z,8,2.603071861
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53735,76.60217320098427,-0.0017111792937008021,0.9476630845566731,0.8396178899393324,2017-06-28T14:58:18Z,10,2.49145989598
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53746,79.04069541620373,-0.0017598986027777585,0.8140481126896563,0.34522347698457145,2017-06-28T15:27:17Z,8,2.5630265958625
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53756,87.27731861363468,-0.002114863842066393,0.846757675374891,0.8297024628224793,2017-06-28T15:56:16Z,7,2.7553431085285713
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53767,89.1051463397426,-0.0032326138466911803,0.8879552234771579,0.8392374646904622,2017-06-28T16:25:14Z,7,2.7144822029142857
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53777,73.74825217369369,-0.0015150012828828708,0.9110269050272273,0.8082150263662006,2017-06-28T16:54:11Z,10,2.56170470643
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53787,69.43563071421663,-0.0017246352627759932,0.8166519851852139,0.3678373037978633,2017-06-28T17:23:09Z,8,2.5266490567375
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53797,63.108441675985134,-0.019598963829707314,0.7595618535720722,0.8991044350337252,2017-06-28T17:52:07Z,10,2.3387875724800002
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53807,68.96988573430147,0.0058535824505514976,0.7847519049422242,0.7996696966732899,2017-06-28T18:21:04Z,7,2.4276639613714286
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53817,82.06821718327136,0.006702340052416365,0.8893578122614725,0.6775087255238286,2017-06-28T18:50:04Z,7,2.6997691324142856
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53827,73.83886256828389,0.004116853348728899,0.7462264663048332,0.4325734254558856,2017-06-28T19:19:01Z,7,2.4698161815285715
D19,DWP,field_moist,0,4.59,457.99,83.25,339.5,123,FIELD_MOIST_INCUBATION,8,577.12,NA,199,53837,89.88951892325241,-0.0010032160638349106,0.8691846359580744,0.17150745913016763,2017-06-28T19:48:00Z,7,2.6440811837714286
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53443,106.79955455267088,0.002336370420820267,0.7703063251176693,0.7106629998546634,2017-06-28T01:02:10Z,8,2.46690935505
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53453,64.39560648084965,9.591518967320814e-4,0.8975668303400617,0.6401913305471565,2017-06-28T01:31:06Z,7,2.6848079658285715
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53463,53.27758847254473,0.001911212161934784,0.8051383703875263,0.7702092289432423,2017-06-28T02:00:06Z,8,2.6486000114375
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53473,49.6214274697019,0.0016342934392476916,0.8441476428057972,0.6894087460186553,2017-06-28T02:29:02Z,10,2.69497386589
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53484,55.70015608282048,0.0014243854811966312,0.7515478762559958,0.6206423373928496,2017-06-28T02:58:03Z,7,2.8257169123857144
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53494,49.673647073730145,4.353943706349903e-4,0.8114787347200931,0.149116060863267,2017-06-28T03:27:00Z,8,2.6477956570125
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53504,63.458330712475984,-0.0020663175766826728,0.808874313540289,0.8063290996066642,2017-06-28T03:55:58Z,7,2.8079211928
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53514,54.943097707236824,-0.014700936230263008,0.8116660933265746,0.7367585353610708,2017-06-28T04:24:57Z,7,2.797699785842857
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53524,55.96176938288603,0.003414221582536779,0.8811234082811639,0.7251241949196219,2017-06-28T04:53:55Z,7,2.781729993142857
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53534,49.33621780960042,0.003660213581598373,0.8033861298795555,0.6246718055723286,2017-06-28T05:22:55Z,8,2.6796035456
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53545,40.11288043946997,0.002444468904770374,0.8909519032555182,0.5952262452275143,2017-06-28T05:51:53Z,10,2.70954379884
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53555,40.18468029622543,9.320375433810784e-4,0.8852609873660922,0.5152263958003023,2017-06-28T06:20:51Z,10,2.67600981267
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53565,65.25029690519416,-0.0012493444070388311,0.8748078027364989,0.906406594886129,2017-06-28T06:49:50Z,7,2.8225647490285715
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53575,54.991981638815794,-0.0027683340921052114,0.7600202639081572,0.7498950219909994,2017-06-28T07:18:48Z,7,2.832539619642857
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53585,52.783372914356086,-0.008809921263825777,0.9044650268119792,0.7882463358776597,2017-06-28T07:47:44Z,7,2.7625359778857144
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53595,53.852344178289464,-0.0028804726118421106,0.7779775128917804,0.7583259633515129,2017-06-28T08:16:44Z,7,2.789202631957143
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53605,44.051804155871864,-0.0010275283541611255,0.8803714815249922,0.874121286075466,2017-06-28T08:45:42Z,9,2.608250912322222
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53615,53.30631186783089,-0.004270833095404264,0.8841391154815255,0.797746117400147,2017-06-28T09:14:40Z,7,2.8042447172285714
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53625,59.315329762427204,-8.669439553397769e-4,0.7929773069475535,0.7672720684514387,2017-06-28T09:43:38Z,7,2.8036618559999997
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53635,41.03292814206185,-5.648883165557398e-5,0.8039701470789851,-0.09445036221553904,2017-06-28T10:12:37Z,10,2.72838205957
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53645,50.7077765031066,-0.0012402827487130984,0.7822086494690474,0.778912830216373,2017-06-28T10:41:37Z,7,2.838592865614286
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53655,49.15473396643113,-0.008502689328975164,0.8711464631078608,0.7902737745917713,2017-06-28T11:10:33Z,7,2.7722188929857143
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53666,51.12351793389708,-0.0015534324220588245,0.7863152000640479,0.8078284876640776,2017-06-28T11:39:33Z,7,2.846220377557143
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53676,44.663010242786925,-0.0051174427262294766,0.8474759759601946,0.6961624078407165,2017-06-28T12:08:30Z,8,2.6338972082125
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53686,44.163866899500015,-6.122915525000271e-4,0.911073188515364,0.9444628828884758,2017-06-28T12:37:28Z,9,2.6349339691
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53697,61.132366599671066,-0.0022325684338814957,0.6188842280645397,0.6047258097674875,2017-06-28T13:06:26Z,7,2.839173180014286
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53707,53.46306847358976,-0.0041310547995725986,0.7687388411765298,0.7489016952823567,2017-06-28T13:35:25Z,7,2.8409353571142857
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53717,44.96336244717142,7.777292758150061e-4,0.7917018811655337,0.12623198174240668,2017-06-28T14:04:23Z,8,2.6721418842749998
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53727,47.59376837503676,7.458394825368001e-4,0.931931651878595,0.49834348360352665,2017-06-28T14:33:19Z,7,2.7376573160714286
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53737,48.07328881249999,-0.0017725984802630182,0.8439668081538131,0.7872641746061292,2017-06-28T15:02:18Z,7,2.7541106791428573
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53748,36.74797300679878,-4.665604356707457e-4,0.8826944572441625,0.6724460977237299,2017-06-28T15:31:17Z,9,2.6579871134444444
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53758,55.207483827730236,-4.3846632828950044e-4,0.5854437314244945,0.6187998098868082,2017-06-28T16:00:15Z,7,2.844218104442857
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53769,38.627059575,-8.299486381578795e-4,0.8012709571001022,0.7626432224018825,2017-06-28T16:29:11Z,7,2.5400498356
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53779,47.27184908730482,-0.0011031303085501404,0.8921298074533999,0.8882648927175557,2017-06-28T16:58:10Z,7,2.758050375814286
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53789,40.402094557733314,-6.299295259999767e-4,0.8548779944993351,0.869271513257492,2017-06-28T17:27:09Z,9,2.554281153177778
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53799,37.257709204878026,-0.01914478843292685,0.8713668643419281,0.569875290812299,2017-06-28T17:56:08Z,9,2.618562169877778
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53809,37.39308938760162,0.0028964671798780406,0.8682975996379834,0.26828015020899876,2017-06-28T18:25:06Z,9,2.6182412460111113
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53819,58.24181953514561,0.008279816217961306,0.8864872509010899,0.8519936762635745,2017-06-28T18:54:04Z,7,2.841810210642857
D20,DWP,field_moist,0,4.77,387.1,80.35,337.5,124,FIELD_MOIST_INCUBATION,15,491.48,NA,199,53829,35.82410257687116,0.0020593017453987422,0.8837814452475533,0.47719235959798423,2017-06-28T19:23:02Z,10,2.72370896166
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53839,67.53696379793784,-0.001244287126459577,0.8688450070728169,0.725460364075966,2017-06-28T22:37:09Z,10,2.30388767575
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53849,41.093416215110416,0.002070034209779215,0.8048898202641435,0.7363404138268179,2017-06-28T23:06:07Z,8,2.420403246025
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53859,32.638498919542464,0.0010118480104576038,0.7907711385660683,0.7665106869495149,2017-06-28T23:35:06Z,7,2.5782940085857144
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53869,25.4727212830022,1.0746089403999703e-5,0.8567512703937492,-0.12438938311840797,2017-06-29T00:04:05Z,10,2.46406750338
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53879,24.501427528427257,0.0024906682598951784,0.8842380322273691,0.7826646168290516,2017-06-29T00:33:01Z,10,2.22284889004
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53889,32.7103059002206,0.0010667789531250906,0.7935475501916844,0.7500827294067369,2017-06-29T01:02:01Z,7,2.570230809714286
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53900,32.687021635526314,0.0023274875328947787,0.8491643384007258,0.7810798605933504,2017-06-29T01:30:58Z,7,2.414112172142857
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53910,26.124460373318435,0.0019597981009838693,0.8593261932568395,0.7871389939254552,2017-06-29T01:59:56Z,10,2.20421397499
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53920,28.874340066192843,0.0018262378814286194,0.8567094113370644,0.7539340088375138,2017-06-29T02:28:56Z,9,2.291278442033333
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53930,34.78458497500001,0.0012886043618422509,0.7973245493922935,0.7081654041458452,2017-06-29T02:57:54Z,7,2.5075342320714284
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53940,31.572297965115144,9.183814184210867e-4,0.7409210954316621,0.6176061507855226,2017-06-29T03:26:52Z,7,2.5268622258
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53951,34.36648338408091,7.78778795404452e-4,0.8104801927877641,0.5702351193030772,2017-06-29T03:55:50Z,7,2.5050363273428573
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53961,27.99229609481707,0.001250960301829285,0.8657069540660629,0.7265291961069313,2017-06-29T04:24:48Z,9,2.2964223598888887
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53971,25.07833891871559,0.0010534089154652744,0.8640979932204627,0.7892657481204923,2017-06-29T04:53:44Z,10,2.17723037515
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53981,34.028703603947356,4.653809078947433e-4,0.7708015751723879,0.4111419409750555,2017-06-29T05:22:44Z,7,2.533389096757143
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,53991,30.033777687124196,1.331095627451123e-4,0.7774211955382689,-0.025370254291102734,2017-06-29T05:51:42Z,7,2.554603051857143
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,54001,30.657636874048364,4.428768373291882e-4,0.8041085783290773,0.10499397019705958,2017-06-29T06:20:39Z,8,2.3764591720875
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,54011,33.98576476356621,-8.612066928307932e-4,0.8889422237121258,0.9056155079745457,2017-06-29T06:49:36Z,7,2.474561139214286
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,54021,24.044250251952835,-2.2108555255570636e-4,0.8842178583865619,0.40497489199448866,2017-06-29T07:18:35Z,10,2.45849628095
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,54031,32.47706957368422,-3.8218119078932384e-4,0.8354205393930138,0.6808461321774324,2017-06-29T07:47:32Z,7,2.4698923685285714
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,54041,33.34606182943016,-9.229051847425709e-4,0.8533761239069381,0.9110115526154885,2017-06-29T08:16:30Z,7,2.5029043205857144
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,54051,32.96731276648897,-0.0011704232128676485,0.8734329656454535,0.8917290879339869,2017-06-29T08:45:28Z,7,2.474184898314286
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,54062,27.666183147151074,-6.240112694072758e-4,0.8606362101414426,0.5656185489524703,2017-06-29T09:14:26Z,10,2.34950575766
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,54072,23.27014722571746,-6.129364492273799e-4,0.8797003647559737,0.7045426393462819,2017-06-29T09:43:24Z,10,2.29882958823
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,54082,31.53132567250932,-0.0018736317873605344,0.8746044997981594,0.8587837056712797,2017-06-29T10:12:22Z,7,2.473437601742857
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,54092,22.272319086579312,-5.353185549147604e-4,0.913217707821299,0.5023657166301306,2017-06-29T10:41:20Z,10,2.37376060782
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,54102,27.203444943278704,-0.001048166085245901,0.8408012846335751,0.32093348329165783,2017-06-29T11:10:19Z,8,2.38978132925
D21,DWP,drought,0,4.755,431.48,88.15,331.5,26,DROUGHT_PRE_INCUBATION,3,518.45,NA,175,54112,29.339180915131596,-0.0015895107236841425,0.8208142123804714,0.8045578993569105,2017-06-29T11:39:16Z,7,2.447439826342857
